smiles,sr-are
CC(C)=CC(C)(C)C,0.0
CCC(C=O)CC,0.0
OCC(Br)=C(Br)CO,0.0
N#CC(Br)Br,1.0
C=C(C#N)CCC#N,1.0
CCCCOCCOCCOCCOCCO,0.0
O=S(=O)([O-])CCO,0.0
C=CCOCC(O)CS(=O)(=O)[O-],0.0
C=C(C)C(=O)O,0.0
C=CC(C)CCCC(C)(C)O,0.0
COC(=O)CCC(=O)OC,0.0
COP(=O)(O)OC,0.0
CNC(=O)NC,0.0
Cl[Dy](Cl)Cl,0.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,0.0
CCCSSCCC,0.0
NCCC(O)(P(=O)(O)O)P(=O)(O)O,0.0
NCCCN(CCO)CCO,0.0
N#CC(Cl)(Cl)Cl,0.0
NC(=O)C(Cl)(Cl)Cl,1.0
CCOCCOC(C)=O,0.0
CCCCCCBr,0.0
CCNCCO,0.0
FB(F)F,0.0
CCCCOCCCC,0.0
CCCCC(CC)CNCC(CC)CCCC,0.0
CN(C)N=O,0.0
CCN(CC)N=O,0.0
CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl,0.0
OC(O)C(Cl)(Cl)Cl,0.0
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,0.0
CCC(C)(CCCC(C)C)OC(C)=O,0.0
CC/C=C\CCOC(C)=O,0.0
CCC(O)C(C)(C)C,0.0
CCC(C)(C)C(=O)O,0.0
ClC(Cl)=C(Cl)Cl,0.0
ClC(Cl)C(Cl)Cl,0.0
ClCC(Cl)(Cl)Cl,0.0
O=C=NCCCCCCN=C=O,0.0
CCOC(=O)C(C)O,0.0
OCCSCSCCO,0.0
CC(=O)[O-].[Na+],0.0
CC(=O)[O-].[K+],0.0
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,0.0
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,1.0
O=C(Cl)C(Cl)Cl,0.0
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,1.0
CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,1.0
CN(C)CCC#N,0.0
CO[Si](CCCNCCN)(OC)OC,0.0
CC(C)=CCCC(C)=CC(=O)O,0.0
CCCCO[PH](=O)OCCCC,0.0
CC(C)(C)C(=O)NCCCC(=O)O,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0.0
C/C=C(\C)C(=O)OCC/C=C\CC,0.0
CC/C=C\CCOC(=O)CCCCC,0.0
OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,0.0
CC(CCO)CC(C)(C)C,0.0
CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,1.0
CCSC(=O)N(CC)CC,0.0
CCCCC(CC)COCCO,0.0
COCCCOCCCOC,0.0
O=N[O-],0.0
ClCCBr,0.0
COC(=O)C(C)(C)C,0.0
CC(Br)C(=O)O,0.0
CCCCCCCCCCC(=O)O,0.0
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,1.0
S=C([S-])NCCNC(=S)[S-].[Mn+2],1.0
CC(=O)O[AlH3](O)OC(C)=O,0.0
C=C(C)C(=O)NCCC[N+](C)(C)C,0.0
NNC(N)=O,0.0
COS(=O)(=O)C(F)(F)F,0.0
CC(COCCO)OCCO,0.0
N#CCC(=O)NN,0.0
OCC#CCO,0.0
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],0.0
CCCCCCCCS(=O)(=O)[O-],0.0
O=C([O-])CS,0.0
CC(C)OB(OC(C)C)OC(C)C,0.0
CCC(O)OCC(C)OC(O)CC,0.0
C=CC(=O)OCCC(=O)O,1.0
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],0.0
CCCCCCCCCCCC(=O)OCC,0.0
CCCCOC(=O)C(C)CC,0.0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.0
C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,0.0
BrC(Br)C(Br)Br,0.0
C=CC(=C)CCC=C(C)C,0.0
CS(C)=O,1.0
CO,0.0
CCCO,0.0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0.0
CCCCCCCCN(C)C,0.0
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-],0.0
CCC(C)CO,1.0
CCCCCC/C=C\CCCCCCCC(=O)O,0.0
CC(=O)CC(=O)N(C)C,0.0
CCCCCCCCCCCSCC(=O)O,0.0
COC(CC(C)CCCC(C)(C)O)OC,0.0
C=CC(C)(O)CCC=C(C)C,0.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0.0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,1.0
COCCC#N,0.0
O=C(O)CCSSCCC(=O)O,0.0
CNC(=S)N(C)C,0.0
CCCOCCC,0.0
CSC(C)(C)/C=N\O,0.0
N#CCCCl,0.0
ClCBr,0.0
O=C([O-])C(=O)[O-].[Ca+2],0.0
C=CC(C)(C)C,0.0
Br[Ca]Br,0.0
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,0.0
NCCN,0.0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
CN(C)N,0.0
CN(C)C=O,0.0
CN(C)C(=O)Cl,0.0
C#CC(O)(/C=C\Cl)CC,0.0
CCCCOC(CC)OC(C)COC(O)CC,0.0
CCOP(OCC)OCC,0.0
CC(C)CC(=O)CC(C)CC(C)C,0.0
C=O,0.0
CCC(C)C(N)C(=O)O,0.0
CCCCCCC(C)(C)S,0.0
CC(=O)OC/C=C(/C)CCC=C(C)C,0.0
CCCC(=O)C(C)=O,0.0
CCC/C=C/CO,0.0
CCCCCCCCCCCCCCCCC,0.0
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-],0.0
O=C(O)CC(C(=O)O)S(=O)(=O)O,0.0
NCCCC(N)(C(=O)O)C(F)F,0.0
CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,0.0
CCCCCCC(O)CO,0.0
C=CC(=O)OCCCCCC,0.0
CCCSP(=O)(OCC)SCCC,0.0
N#C/C(N)=C(/N)C#N,0.0
NCCCCCCN,0.0
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,1.0
CC(CCl)OC(C)CCl,0.0
OCC(CO)(CBr)CBr,0.0
ClCCOCCCl,0.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0
CCCCCCCCCCCCCCCl,0.0
CCCCN=C=O,0.0
OCCSCCO,0.0
P#[In],0.0
O=C(O)CC(Cl)C(=O)O,1.0
N#CCCl,0.0
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0.0
CCCCCCCCCCCCCCCO,0.0
[Mn+2],1.0
CCC(C)Cl,0.0
CCCCO,0.0
CC(C)CON=O,0.0
FC(F)OC(Cl)C(F)(F)F,0.0
CCCCCCCCOCCC#N,0.0
CCCCC#N,0.0
CCCCC(=O)N(C)C,0.0
C=C(CC(=O)O)C(=O)O,0.0
CC(C)C(=O)OC(=O)C(C)C,0.0
CC(O)CCl,0.0
CCCCN(CCC(=O)OCC)C(C)=O,0.0
COC(=O)C=C(C)N,0.0
O=C([O-])[O-].[Sr+2],0.0
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0
C=CC(=O)OC(C)(C)C,0.0
CC(C)OC(C)C,0.0
CCCCOC(=O)C(C)O,0.0
CNC(=S)NC,0.0
CCCCCCCCCC[N+](C)(C)[O-],0.0
CC(C)(N)C#N,0.0
CCCCCCCCCCC=CC#N,0.0
CCCCCCC,0.0
ClCCOCCOCCCl,0.0
NC(=O)CF,0.0
CC(C)(C)Cl,0.0
CCCCCCCCCCCCSC,0.0
CCCCC(CC)COC(=O)OOC(C)(C)C,0.0
CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,0.0
CCCCCCCCCCCCCCCCCCN(C)C,0.0
CCCCOCCOCCOC(C)=O,0.0
CCCCOC(=O)CC#N,0.0
CCCC(CCC)C(=O)O,0.0
CC(C)(C)NCCO,0.0
CCCC/C=C/C=C\C=O,1.0
CC(C)=CCCC(C)CC(=O)O,0.0
O=C(O)C(O)C(O)C(=O)O,0.0
CC(C)(O)C(=O)O,0.0
CCCCOP(=O)(O)OCCCC,0.0
CCCO[Si](OCCC)(OCCC)OCCC,0.0
CCCC(=O)Cl,0.0
CCCCCCCCCl,0.0
CC(Cl)C(=O)O,0.0
O=C(O)CCCl,0.0
O=[Cd],0.0
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,0.0
CC(C)OC=O,0.0
CCOC(=O)/C=C/C(=O)OCC,1.0
CCC(C)COC(C)=O,0.0
S=C=S,0.0
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.0
ClCCOP(OCCCl)OCCCl,0.0
CCOC(=O)OCC,0.0
C=CC(=O)OCCOCCOC(=O)C=C,1.0
CCOCCOCCOCC,0.0
CCOP(=S)(OCC)SCCSCC,0.0
COCCOCCO,0.0
CCCCCCCC/C=C\CCCCCCCCO,0.0
ClC(Cl)(Cl)Br,0.0
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
O=C(O)CO,0.0
O=CC=O,0.0
O=S(=O)([O-])CCS,0.0
OCC(O)CS,0.0
[Be+2],0.0
COCCOCCOCCOCCO,0.0
CCCCCCCCCCCCCCCCCCCl,0.0
CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,0.0
CC(C)(C)C(=O)C(Cl)Cl,0.0
CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O,0.0
C=CC(C)(CCC=C(C)C)OC=O,0.0
CCCCCCCCCCCCOC(C)=O,0.0
F[B-](F)(F)F,0.0
C=CCOC(=O)CCCCCC,0.0
C=C(Cl)CSC(=S)N(CC)CC,1.0
O=S(=O)([O-])[S-],0.0
C=CC(C)=O,0.0
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],1.0
CC(N)CCCC(C)(C)O,0.0
CC(C)=O,0.0
O=NN(CCO)CCO,0.0
CCCCN(CCCC)N=O,0.0
OCC(F)(F)F,0.0
CC(=O)CN(CC(C)=O)N=O,0.0
CC(=O)C(C)(C)C,0.0
CC(C)CO,0.0
CN(C)CCCCl,0.0
CCCC/C=C\CCCCCCCCCC=O,0.0
CCCC/C=C/CCCCO,0.0
[N-]=[N+]=[N-],0.0
CCCCN(CCO)CCO,0.0
CC(=O)OCC(C)C,0.0
CC(C)(O)CCC(C)(C)O,0.0
CCCCCCCCCCCCCC(=O)OC(C)C,0.0
CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,0.0
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0
CCCCCCCCCCCC(=O)N(C)CC(=O)O,1.0
ON=CC=NO,0.0
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.0
CCOCCO,0.0
O=P(O)(O)CCCl,0.0
O=P(OCCCl)(OCCCl)OCCCl,0.0
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,0.0
N#CC(Cl)Cl,1.0
NC(=O)C(Cl)Cl,0.0
CC(Cl)C(C)Cl,0.0
C[Si](C)(CCCN)O[Si](C)(C)CCCN,0.0
C=CC(=O)OCCCCO,1.0
CCOC(=O)/C=C(/C)O[AlH3](OC(C)CC)OC(C)CC,0.0
O=CN(CCO)CCO,0.0
C=CC(=O)OCCCCCCCC,0.0
CN(C)C,0.0
CC=C(Cl)Cl,0.0
C=CC(N)=O,0.0
C=CC=O,1.0
C=CC#N,0.0
[Zn+2],0.0
C=CCOC(=O)/C=C\C(=O)OCC=C,1.0
C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C,0.0
O=C(O)C(Br)Br,1.0
CC=CC=O,0.0
O=C([O-])P(=O)([O-])[O-],0.0
CCCCO[AlH3](OCCCC)OCCCC,0.0
C=CS(=O)(=O)[O-],0.0
CN(C)CCOCCN(C)C,0.0
CCCOC(=O)NCCCN(C)C,0.0
C=CCCCCCCCCC(=O)OCCCC,0.0
CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC,1.0
CC(C#N)CCC#N,0.0
CC(=O)N[C@@H](CC(C)C)C(=O)O,0.0
CC(=O)NCCCCCC(=O)O,0.0
C=C(C)C(=O)OCCCC,0.0
CC(C)(C)OC=O,0.0
C=C[Si](OCCOC)(OCCOC)OCCOC,0.0
CCCCCCCCCCCl,0.0
CCC(C)(C)OC,0.0
CCCCCON=O,0.0
CN(N=O)C(N)=O,0.0
CCOC(=O)C(=O)OCC,0.0
CCO[Si](CCCS)(OCC)OCC,0.0
CCN(CC)C(C)=O,0.0
O=S(=O)([O-])O.[Na+],0.0
N#C[N-]C#N,0.0
CCC=CC#N,0.0
CC=CCC#N,0.0
N[Pt](N)(Cl)Cl,1.0
CCOC(=S)SSC(=S)OCC,0.0
CCCCCCCOC(=O)CCC,0.0
CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.0
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0.0
CCC(O)OCCCOC,0.0
CC(N)=O,0.0
COC(=O)/C=C\C(=O)OC,1.0
CC#N,0.0
CCOC(=O)CC(C(C)=O)C(C)=O,0.0
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,0.0
C=C[Si](OC)(OC)OC,0.0
CN(C)CCN(C)CCN(C)C,0.0
CCCCSCCCC,0.0
OCCO,0.0
CCN(N=O)C(N)=O,0.0
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,0.0
COS(C)(=O)=O,0.0
C=C(C)C(=O)OC,0.0
CN(N=O)C(=N)N[N+](=O)[O-],0.0
CCN(CC)CCO,0.0
O=[N+]([O-])[O-].[NH4+],0.0
O=C(O)CS,0.0
CC(CO)(CO)C(=O)O,0.0
OCCOCCOCCOCCOCCO,0.0
NCCS,0.0
O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,0.0
CCCCCCCCN(C)CCCCCCCC,0.0
C=COCCOCCOC=C,0.0
CN(C)CCCNCCC#N,0.0
C=CC(=O)OCCOCCOCC,1.0
CO[Si](C)(OC)OC,0.0
CN(C)P(=O)(N(C)C)N(C)C,0.0
CCCCCC(N)=O,0.0
CCCCCCC(O)CCCCCCCCCCC(=O)OC,0.0
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0.0
CC(C)OC(=S)[S-],0.0
CNC(=O)ON=C(C)SC,0.0
CCCOC(OCCC)OCCC,0.0
COC(=O)CCCCC(=O)O,0.0
CC[N+](CC)(CC)CC,0.0
CCOC(=O)CC(=O)CCl,0.0
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,0.0
CNC(=O)CSP(=S)(OC)OC,0.0
CCCC(=O)OCCC(C)C,0.0
O=[Se](O)O,1.0
NC(N)=[Se],0.0
O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0
CCOS(=O)(=O)OCC,0.0
C=CC(=O)CCCCC,0.0
C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C,0.0
CNC(C)=O,0.0
C=C(C)CS(=O)(=O)[O-],0.0
CCCCOC(=O)CCS,0.0
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0.0
CCCCCCCCC,0.0
CCOC(=O)N(C)N=O,0.0
CNCCS(=O)(=O)[O-],0.0
CCO[Si](CCCCl)(OCC)OCC,0.0
CCCCCCCCCCCC(C)=O,0.0
CCOC(=O)CCC(=O)OCC,0.0
FC(F)(F)C(Cl)(Cl)Cl,0.0
N#CCC(=O)O,0.0
CCSCC,0.0
ClCCl,0.0
C=CCOC(=O)C(=C)C,0.0
OCC(Br)CBr,0.0
CCC(C)C=O,0.0
C[Si](C)(C)Cl,1.0
O=[N+]([O-])C(Cl)(Cl)Cl,0.0
CCC(=O)[O-].CCC(=O)[O-],0.0
O=C([O-])CCl,0.0
OCCCO,0.0
CC(C)=CCCC(C)CC=O,0.0
O=C(O)CCCCCCCCCC(=O)O,0.0
CCCCCSCCCCC,0.0
CC(S)C(C)S,0.0
CCCCCC/C=C/C=O,0.0
CCCC(=O)OC,0.0
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,1.0
O=[Se]=O,1.0
CC(C)(C)C(=O)C(=O)O,0.0
CCOC(=O)NC(O)C(Cl)(Cl)Cl,0.0
COC(=O)CS,0.0
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
CCOC(=O)C(C)C(C)=O,0.0
ClCC(Br)CBr,0.0
BrCCBr,0.0
C=CC(C)(O)CCC=C(C)CCC=C(C)C,0.0
CCCCCCCCCCCCOCCO,0.0
CCCCCCCC/C=C\CCCCCCCC(=O)OC,0.0
O=C(O)C(=O)O,0.0
CNC(=O)ON=C(CSC)C(C)(C)C,0.0
CCCCCCCCS,0.0
N#CCCSCCC#N,0.0
C/C=C(\C)C=O,0.0
CCOCCOCCOCCO,0.0
CC(Cl)C(Cl)Cl,0.0
CCN(CC)CC,0.0
C#CC(C)(O)CC(C)C,0.0
CC(C)(Cl)[N+](=O)[O-],0.0
C=CC(=C)CCCC(C)(C)OC(C)=O,0.0
C=CC(C)(O)CC/C=C(\C)CC,0.0
CCC(Cl)[N+](=O)[O-],0.0
CCCC(CCC)(C(=O)OCC)C(=O)OCC,0.0
C=C(C)C(=O)OCC(O)CO,0.0
N#CSCC(=O)[O-],0.0
CC(=O)OCC(C)OC(C)=O,0.0
CC(C)CCCC(C)CC=O,0.0
C=C(C)C(=O)[O-],0.0
C=CCCCCCCCCC(=O)OCC,0.0
CCN(CC)CCCl,1.0
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0.0
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0
C=CCO,0.0
C=CCCl,0.0
C=CCN=C=S,0.0
C=CCOC(=O)CC(C)C,0.0
CCCCNCC,0.0
O=S([O-])CO,0.0
CCSC(=O)Cl,1.0
C=CC(=O)OCC(C)C,0.0
CCCBr,0.0
OCCCl,0.0
CCC#N,0.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0
CCCCCCCCC(CO)CCCCCC,0.0
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,0.0
O=C([O-])CC(O)C(=O)[O-],0.0
CCCCCCCCCCCCCCN(CCO)CCO,0.0
CC(O)CO,0.0
CCO[Si](CCC#N)(OCC)OCC,0.0
CCO[Si](CCCN)(OCC)OCC,0.0
CC(=O)OC/C=C(\C)CCC=C(C)C,0.0
BrCCCCBr,1.0
CC(C)CCCC(C)CCO,0.0
NNC(=O)CCCCC(=O)NN,0.0
CCCCCCCCCC(=O)OCC,0.0
O=S(=O)([O-])OOS(=O)(=O)[O-],0.0
O=[N+]([O-])[O-].[K+],0.0
CCCNCCC,0.0
CCC(O)OC(O)CC,0.0
CCN(CC)CCN,0.0
CS(=O)(=O)O,0.0
C[Si](C)(C)C,0.0
Cl[Zn]Cl,0.0
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-],0.0
ClC/C=C/CCl,1.0
ClCCCl,0.0
CCCCOC(=O)CCC(=O)OCCCC,0.0
CCC(=O)[O-],0.0
COCCCN,0.0
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,0.0
CCCCN(CCCC)CCCCCCN(CCCC)CCCC,0.0
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,0.0
CCCCCCCC[Si](OCC)(OCC)OCC,0.0
CCCCC(CC)CO[N+](=O)[O-],0.0
NC(=S)NC(N)=S,0.0
CCOC(C)OCC,0.0
CC(Cl)(Cl)C(=O)[O-],0.0
C=CC(O)CCCCC,0.0
C[Sn](Cl)(Cl)Cl,0.0
C=CCS(=O)(=O)[O-],0.0
O=P([O-])(O)OP(=O)([O-])O,0.0
C=CCCCCCCCCOC(C)=O,0.0
CCCCCCCCCOC(C)=O,0.0
COC(=O)C=C(C)CCC=C(C)C,0.0
CC(=O)OCC=C(C)C,0.0
CC(=O)OC(C)(C)C,0.0
NC(=O)NO,0.0
COC(=O)OC,0.0
CCCCCC[N+](=O)[O-],0.0
CN(CCCl)CCCl,1.0
C=C(Cl)Cl,0.0
N=C(N)S(=O)O,0.0
C=COC(C)=O,0.0
COP(=O)(OC)OC,0.0
CCC(C)(O)CCC=C(C)C,0.0
CC(=O)NCCO,0.0
CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC,0.0
C=C(C)C(=O)OCCCCCCCCCCCC,0.0
CCCCCCCCCCCCCCCC(=O)OC(C)C,0.0
NCCCCCCNCCCCCCN,0.0
CC(CC(C)C)=NO,0.0
C=CC(=O)OCCC#N,1.0
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0.0
C=C[Si](OCC)(OCC)OCC,0.0
N#CNC(=N)N,0.0
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0
CC(=O)C(=O)CC(C)C,0.0
CCCCN(CC)C(=O)SCCC,0.0
Cl[Ni]Cl,0.0
CCCCNC(=N)NC(=N)N,1.0
CCOP(=S)(Cl)OCC,0.0
COP(=S)(Cl)OC,0.0
CCCCCCOC(=O)C(C)CC,0.0
Cl[Sb](Cl)Cl,1.0
COCC(C)N,0.0
CNC(=O)ON=C(SC)C(=O)N(C)C,0.0
CCC(CO)(CO)CO,0.0
CCC(C)N,0.0
COC(C)(C)OC,0.0
CC(CO)(CO)CO,0.0
CCC[N+](=O)[O-],0.0
CC(C)[N+](=O)[O-],0.0
O=C(O)CC[N+](=O)[O-],0.0
CC[C@@H](CO)NCCN[C@@H](CC)CO,0.0
O=[Bi]Cl,0.0
CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,0.0
CCCCCCCC/C=C\CCCCCCCCOCCO,1.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
[Br-].[Na+],0.0
CC(CO)(CO)[N+](=O)[O-],0.0
CCC(C)(C)O,0.0
CC(CC=O)CC(C)(C)C,0.0
N#C/C=C/C#N,1.0
CC(C)NC(C)C,0.0
CC(C)N=C=NC(C)C,0.0
CC(C)CC(=O)CC(C)C,0.0
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,0.0
CC[C@@H](N)CO,0.0
CC(O)CN(CC(C)O)CC(C)O,0.0
C=CC(=O)OCC(C)O,1.0
CC(C)=CCCC(C)C=O,0.0
CC(C)CCOC(=O)CC(C)C,0.0
CCCCN(CCCC)C(=O)N(CCCC)CCCC,0.0
CN(C)NC(=O)CCC(=O)O,0.0
OCCCCC(O)CO,0.0
CCCCCCCCOS(=O)(=O)[O-],0.0
CCCCP(CCCC)CCCC,0.0
CCOC(=N)CC(=O)OCC,0.0
N[C@@H](CSCCCO)C(=O)O,0.0
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,0.0
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0
CCCCCC(=O)O,0.0
O=C(O)CCCCC(=O)O,0.0
CCCCCC=O,0.0
CCCCCC/C=C/CCCCCCCC(=O)O,0.0
CCCCCCCCCCCCCCCC(=O)O,0.0
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.0
CCCCCCC(=O)O,0.0
CCCC(=O)CC,0.0
CC(C)C#N,1.0
CC[N+](=O)[O-],0.0
CCCC[N+](=O)[O-],0.0
CNC(=O)O/N=C/C(C)(C)S(C)=O,0.0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0
O=C(O)CCC(=O)O,0.0
CCCCC(CC)COC(=O)CS,0.0
C=CC[N+](C)(C)CC=C,0.0
CCCCCCCCS(=O)(=O)Cl,1.0
O=C([O-])C(Cl)(Cl)Cl,0.0
CCC(CC)C(=O)O,0.0
CCC(CO)(CO)[N+](=O)[O-],0.0
CCC(CC)CO,0.0
O=C(CCl)NCO,1.0
CC(=O)OC(C)C,0.0
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,0.0
CCCCCCCCCCCCCCN(C)C,0.0
CCCCCCCCCCCCCCO,0.0
CCCCCCCCCCCCCCCCN(C)C,0.0
OCCOCCOCCOCCO,0.0
CCCCCCOCCOCCO,0.0
CC(C)CC(C)CC(O)CC(C)C,0.0
CCC(N)(CO)CO,0.0
O=C(Cl)C(Cl)(Cl)Cl,0.0
COC(=O)CC(=O)C(C)(C)C,0.0
ClC=C(Cl)Cl,0.0
CC(Cl)(Cl)Cl,0.0
FC(Cl)(Cl)Cl,0.0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1.0
C[C@@H](N)C(=O)O,0.0
C=C(C)C(=O)OCCO,0.0
C=CC(=O)OCCO,1.0
C#CC(O)CCCCC,0.0
C[Si](C)=O,0.0
CN(C)CCOCCN(C)CCO,0.0
CCCCOC(=O)CCC(C)=O,0.0
CC(=O)NNC(C)=O,0.0
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0.0
CCOC(=O)CC#N,0.0
CCCC(C)CO,0.0
COC(=O)CC(C)=O,0.0
C=C(C)C(=O)OCCN(CC)CC,0.0
CCOC(=O)NCCC[Si](OCC)(OCC)OCC,0.0
CCO[Si](CC(C)C)(OCC)OCC,0.0
O=[N+]([O-])C(Br)(CO)CO,1.0
OCCCBr,0.0
CCCCCOC(=O)CCC,0.0
CCCCCC(=O)CC,0.0
CCN(CCO)CCO,1.0
CCOC(OCC)OCC,0.0
CCOC(=O)C(F)(F)F,0.0
C=C[C@@H](C)CCC=C(C)C,0.0
SCCSCCS,0.0
CCCCCCC#N,0.0
C=COC(=O)C(C)(CC)CCC(C)C,0.0
CCCCCCCCSCC,0.0
C=COCCOCCOCCOC=C,0.0
CCC(C)C(=O)O,0.0
CC(C)CC#N,0.0
CC(=O)CCC=C(C)C,0.0
CCCC=C(C=O)CC,0.0
C=CC(=O)OCC(CC)CCCC,0.0
CCCCC(C=O)CC,0.0
CCCC(O)C(CC)CO,0.0
CCCCC(CC)C(=O)O,0.0
CCCCCCCCCCCCCCCCCC#N,0.0
COP(C)(=O)OC,0.0
C/C=C(C)/C=C/C=C(C)C,1.0
CC(=O)N(C)C,0.0
CNC(=O)O/N=C(\C)C(C)S(C)(=O)=O,0.0
CC(=O)CC(C)=O,0.0
CC(C)C(C)(N)C#N,0.0
CC(O)C(=O)[O-].CC(O)C(=O)[O-],0.0
[Ca+2].[Cl-].[Cl-],0.0
CCC(C)OC(C)CC,0.0
CCCOCCOCCO,0.0
CC(CC(=O)O)CC(C)(C)C,0.0
C=C(C)C(=O)OCCOC(=O)CC(C)=O,0.0
CCOC(=O)C(C)(C)C,0.0
